294.44	824.00
294.71	824.00
294.98	824.00
295.25	844.00
295.52	904.00
295.79	902.00
296.06	917.00
296.33	889.00
296.60	902.00
296.87	917.00
297.14	897.00
297.41	894.00
297.68	893.00
297.95	906.00
298.22	907.00
298.49	903.00
298.76	905.00
299.03	908.00
299.30	904.00
299.57	901.00
299.84	903.00
300.11	895.00
300.38	909.00
300.65	934.00
300.92	914.00
301.18	911.00
301.45	889.00
301.72	890.00
301.99	905.00
302.26	896.00
302.53	913.00
302.80	888.00
303.07	902.00
303.34	906.00
303.61	915.00
303.88	910.00
304.15	911.00
304.42	903.00
304.69	901.00
304.96	902.00
305.23	892.00
305.50	900.00
305.77	905.00
306.03	904.00
306.30	903.00
306.57	900.00
306.84	905.00
307.11	897.00
307.38	913.00
307.65	906.00
307.92	914.00
308.19	911.00
308.46	915.00
308.73	904.00
309.00	892.00
309.27	899.00
309.54	898.00
309.81	924.00
310.07	901.00
310.34	912.00
310.61	918.00
310.88	902.00
311.15	906.00
311.42	901.00
311.69	902.00
311.96	881.00
312.23	888.00
312.50	881.00
312.77	914.00
313.04	906.00
313.30	897.00
313.57	891.00
313.84	890.00
314.11	901.00
314.38	894.00
314.65	907.00
314.92	889.00
315.19	893.00
315.46	901.00
315.73	891.00
316.00	925.00
316.26	906.00
316.53	910.00
316.80	896.00
317.07	898.00
317.34	905.00
317.61	912.00
317.88	910.00
318.15	902.00
318.42	909.00
318.69	884.00
318.95	901.00
319.22	890.00
319.49	899.00
319.76	895.00
320.03	912.00
320.30	906.00
320.57	932.00
320.84	916.00
321.11	894.00
321.37	881.00
321.64	879.00
321.91	893.00
322.18	891.00
322.45	901.00
322.72	898.00
322.99	934.00
323.26	924.00
323.53	901.00
323.79	907.00
324.06	909.00
324.33	904.00
324.60	903.00
324.87	902.00
325.14	884.00
325.41	908.00
325.68	888.00
325.94	885.00
326.21	902.00
326.48	895.00
326.75	901.00
327.02	907.00
327.29	928.00
327.56	926.00
327.83	915.00
328.09	902.00
328.36	909.00
328.63	914.00
328.90	910.00
329.17	901.00
329.44	892.00
329.71	890.00
329.97	904.00
330.24	910.00
330.51	906.00
330.78	905.00
331.05	918.00
331.32	903.00
331.59	908.00
331.85	914.00
332.12	914.00
332.39	904.00
332.66	921.00
332.93	911.00
333.20	904.00
333.47	919.00
333.73	898.00
334.00	906.00
334.27	916.00
334.54	898.00
334.81	903.00
335.08	912.00
335.34	899.00
335.61	914.00
335.88	920.00
336.15	912.00
336.42	904.00
336.69	891.00
336.96	893.00
337.22	883.00
337.49	898.00
337.76	908.00
338.03	892.00
338.30	920.00
338.57	914.00
338.83	885.00
339.10	890.00
339.37	898.00
339.64	905.00
339.91	916.00
340.17	907.00
340.44	909.00
340.71	908.00
340.98	905.00
341.25	897.00
341.52	913.00
341.78	905.00
342.05	910.00
342.32	890.00
342.59	902.00
342.86	897.00
343.13	905.00
343.39	891.00
343.66	900.00
343.93	927.00
344.20	906.00
344.47	902.00
344.73	899.00
345.00	897.00
345.27	903.00
345.54	893.00
345.81	909.00
346.07	908.00
346.34	905.00
346.61	894.00
346.88	902.00
347.15	915.00
347.42	910.00
347.68	880.00
347.95	892.00
348.22	919.00
348.49	919.00
348.76	908.00
349.02	897.00
349.29	885.00
349.56	907.00
349.83	883.00
350.09	881.00
350.36	890.00
350.63	912.00
350.90	914.00
351.17	922.00
351.43	892.00
351.70	918.00
351.97	890.00
352.24	897.00
352.51	905.00
352.77	900.00
353.04	900.00
353.31	884.00
353.58	894.00
353.85	894.00
354.11	891.00
354.38	893.00
354.65	910.00
354.92	917.00
355.18	906.00
355.45	897.00
355.72	909.00
355.99	892.00
356.26	916.00
356.52	906.00
356.79	912.00
357.06	904.00
357.33	887.00
357.59	891.00
357.86	916.00
358.13	897.00
358.40	910.00
358.66	901.00
358.93	929.00
359.20	922.00
359.47	900.00
359.74	885.00
360.00	893.00
360.27	908.00
360.54	916.00
360.81	917.00
361.07	910.00
361.34	905.00
361.61	898.00
361.88	908.00
362.14	898.00
362.41	900.00
362.68	903.00
362.95	895.00
363.21	920.00
363.48	926.00
363.75	902.00
364.02	897.00
364.28	882.00
364.55	901.00
364.82	903.00
365.09	903.00
365.35	901.00
365.62	887.00
365.89	899.00
366.16	920.00
366.42	902.00
366.69	913.00
366.96	915.00
367.23	908.00
367.49	905.00
367.76	916.00
368.03	892.00
368.30	901.00
368.56	901.00
368.83	884.00
369.10	907.00
369.36	915.00
369.63	933.00
369.90	910.00
370.17	907.00
370.43	904.00
370.70	910.00
370.97	902.00
371.24	898.00
371.50	919.00
371.77	905.00
372.04	890.00
372.30	888.00
372.57	898.00
372.84	904.00
373.11	904.00
373.37	910.00
373.64	884.00
373.91	897.00
374.17	888.00
374.44	907.00
374.71	901.00
374.98	886.00
375.24	898.00
375.51	919.00
375.78	910.00
376.04	910.00
376.31	910.00
376.58	886.00
376.85	878.00
377.11	903.00
377.38	906.00
377.65	892.00
377.91	904.00
378.18	905.00
378.45	899.00
378.72	893.00
378.98	915.00
379.25	898.00
379.52	909.00
379.78	910.00
380.05	884.00
380.32	910.00
380.58	903.00
380.85	898.00
381.12	907.00
381.39	910.00
381.65	902.00
381.92	907.00
382.19	902.00
382.45	906.00
382.72	926.00
382.99	871.00
383.25	898.00
383.52	894.00
383.79	882.00
384.05	905.00
384.32	897.00
384.59	903.00
384.85	902.00
385.12	912.00
385.39	882.00
385.66	891.00
385.92	884.00
386.19	897.00
386.46	879.00
386.72	907.00
386.99	892.00
387.26	904.00
387.52	906.00
387.79	904.00
388.06	901.00
388.32	888.00
388.59	920.00
388.86	896.00
389.12	904.00
389.39	889.00
389.66	903.00
389.92	878.00
390.19	869.00
390.46	906.00
390.72	905.00
390.99	878.00
391.26	889.00
391.52	901.00
391.79	910.00
392.06	906.00
392.32	912.00
392.59	882.00
392.86	901.00
393.12	906.00
393.39	892.00
393.65	887.00
393.92	916.00
394.19	898.00
394.45	942.00
394.72	901.00
394.99	885.00
395.25	886.00
395.52	907.00
395.79	885.00
396.05	897.00
396.32	900.00
396.59	918.00
396.85	891.00
397.12	908.00
397.39	882.00
397.65	876.00
397.92	902.00
398.18	901.00
398.45	893.00
398.72	897.00
398.98	921.00
399.25	896.00
399.52	892.00
399.78	920.00
400.05	891.00
400.32	906.00
400.58	910.00
400.85	893.00
401.11	897.00
401.38	897.00
401.65	911.00
401.91	899.00
402.18	925.00
402.45	915.00
402.71	909.00
402.98	898.00
403.24	889.00
403.51	892.00
403.78	892.00
404.04	912.00
404.31	905.00
404.58	892.00
404.84	868.00
405.11	874.00
405.37	900.00
405.64	892.00
405.91	884.00
406.17	892.00
406.44	907.00
406.70	911.00
406.97	889.00
407.24	911.00
407.50	910.00
407.77	886.00
408.04	915.00
408.30	912.00
408.57	890.00
408.83	893.00
409.10	888.00
409.37	908.00
409.63	918.00
409.90	914.00
410.16	904.00
410.43	891.00
410.70	896.00
410.96	890.00
411.23	902.00
411.49	919.00
411.76	910.00
412.03	890.00
412.29	901.00
412.56	910.00
412.82	879.00
413.09	878.00
413.35	904.00
413.62	908.00
413.89	900.00
414.15	883.00
414.42	889.00
414.68	885.00
414.95	923.00
415.22	927.00
415.48	903.00
415.75	894.00
416.01	896.00
416.28	890.00
416.54	894.00
416.81	914.00
417.08	917.00
417.34	895.00
417.61	911.00
417.87	921.00
418.14	919.00
418.40	898.00
418.67	886.00
418.94	894.00
419.20	910.00
419.47	899.00
419.73	910.00
420.00	894.00
420.26	894.00
420.53	902.00
420.80	893.00
421.06	883.00
421.33	884.00
421.59	890.00
421.86	877.00
422.12	902.00
422.39	881.00
422.66	895.00
422.92	896.00
423.19	890.00
423.45	913.00
423.72	908.00
423.98	898.00
424.25	925.00
424.51	898.00
424.78	916.00
425.05	915.00
425.31	903.00
425.58	899.00
425.84	876.00
426.11	911.00
426.37	889.00
426.64	897.00
426.90	897.00
427.17	904.00
427.43	916.00
427.70	903.00
427.97	899.00
428.23	915.00
428.50	903.00
428.76	905.00
429.03	897.00
429.29	899.00
429.56	900.00
429.82	902.00
430.09	900.00
430.35	896.00
430.62	892.00
430.88	888.00
431.15	901.00
431.41	897.00
431.68	907.00
431.95	913.00
432.21	890.00
432.48	894.00
432.74	914.00
433.01	906.00
433.27	897.00
433.54	897.00
433.80	909.00
434.07	893.00
434.33	885.00
434.60	882.00
434.86	918.00
435.13	911.00
435.39	912.00
435.66	916.00
435.92	890.00
436.19	915.00
436.45	878.00
436.72	888.00
436.98	900.00
437.25	884.00
437.51	927.00
437.78	897.00
438.04	901.00
438.31	917.00
438.57	904.00
438.84	915.00
439.11	888.00
439.37	879.00
439.64	897.00
439.90	888.00
440.17	876.00
440.43	911.00
440.70	894.00
440.96	894.00
441.23	902.00
441.49	909.00
441.76	897.00
442.02	906.00
442.28	889.00
442.55	903.00
442.81	888.00
443.08	902.00
