637.09	1.46060614893749E-4
637.09617	4.82706502207365E-4
637.10234	5.30680553279386E-4
637.10851	4.23626576034017E-4
637.11468	1.4592618270905E-4
637.12084	1.45976518976016E-4
637.12701	1.46026954363169E-4
637.13318	1.4607740717592E-4
637.13935	1.46127877420291E-4
637.14552	1.46178365102304E-4
637.15169	1.45892553159159E-4
637.15786	1.45942959535835E-4
637.16403	1.45993383328086E-4
637.1702	1.46043824541929E-4
637.17637	1.46094283183385E-4
637.18253	1.46144677435493E-4
637.1887	3.06149128412946E-4
637.19487	2.61266093508148E-4
637.20104	1.45959738291416E-4
637.20721	1.46010167880785E-4
637.21338	1.46060614893749E-4
637.21955	1.46111079336329E-4
637.22572	1.46161561214547E-4
637.23189	1.46212060534426E-4
637.23806	2.00508700295579E-4
637.24422	1.45976518976016E-4
637.25039	1.46026954363169E-4
637.25656	1.46077407175919E-4
637.26273	1.4612787742029E-4
637.2689	1.46178365102304E-4
637.27507	1.46228870227985E-4
637.28124	1.45942959535835E-4
637.28741	1.45993383328086E-4
637.29358	1.46043824541928E-4
637.29974	1.46094201388664E-4
637.30591	1.46144677435493E-4
637.31208	1.46195170921968E-4
637.31825	1.46245681854118E-4
637.32442	1.46296210237966E-4
637.33059	1.46010167880785E-4
637.33676	1.46060614893749E-4
637.34293	1.46111079336329E-4
637.3491	1.62492444911221E-4
637.35527	1.46212060534426E-4
637.36143	1.46262495413048E-4
637.3676	1.45976518976015E-4
637.37377	1.46026954363169E-4
637.37994	1.4607740717592E-4
637.38611	1.46127877420291E-4
637.39228	1.4617177783501E-4
637.39845	1.46215691438495E-4
637.40462	1.46259618234708E-4
637.41079	1.46303558227613E-4
637.41695	1.46010850401417E-4
637.42312	1.46054715658336E-4
637.42929	1.4609859409346E-4
637.43546	1.46142485710745E-4
637.44163	1.46186390514154E-4
637.4478	1.46230308507648E-4
637.45397	1.46274239695189E-4
637.46014	1.45981661595755E-4
637.46631	1.46025518083638E-4
637.47248	1.46069387747091E-4
637.47864	1.46113199456482E-4
637.48481	1.4615709546158E-4
637.49098	1.46201004654118E-4
637.49715	1.46244927038059E-4
637.50332	1.46288862617367E-4
637.50949	1.45996255269127E-4
637.51566	1.46040116141309E-4
637.52183	1.46083990190378E-4
637.528	1.46127877420291E-4
637.53417	1.46178367148764E-4
637.54033	1.46228792448925E-4
637.5465	1.462793170453E-4
637.55267	1.45993309762021E-4
637.55884	1.46043752995023E-4
637.56501	1.4609421365704E-4
637.57118	1.46144691754097E-4
637.57735	1.46195187292216E-4
637.58352	1.46245700277423E-4
637.58969	1.46296230715747E-4
637.59585	1.85089986615703E-4
637.60202	4.07880510710343E-4
637.60819	4.44306825324514E-4
637.61436	4.40385504176402E-4
637.62053	1.46212009371092E-4
637.6267	1.46262528168621E-4
637.63287	1.46313064421275E-4
637.63904	1.46026991154673E-4
637.64521	1.46077446025183E-4
637.65138	3.64529934522003E-4
637.65754	1.66679805425473E-4
637.66371	1.46228833385616E-4
637.66988	1.46279357996134E-4
637.67605	1.46329900063786E-4
637.68222	1.46043793879912E-4
637.68839	1.46094254556057E-4
637.69456	1.46144732667244E-4
637.70073	1.46195228219499E-4
637.7069	1.46245741218847E-4
637.71307	1.46296271671317E-4
637.71923	1.46346737643508E-4
637.7254	1.46397302992002E-4
637.73157	1.46111065021018E-4
637.73774	1.46161548940515E-4
637.74391	1.46212050303085E-4
637.75008	1.46262569114757E-4
637.75625	1.46313105381558E-4
637.76242	1.4636365910952E-4
637.76859	1.46077486919505E-4
637.77475	1.46127877420291E-4
637.78092	1.46171777835009E-4
637.78709	1.46215691438494E-4
637.79326	1.46259618234708E-4
637.79943	1.46303558227613E-4
637.8056	1.46347511421175E-4
637.81177	1.46391477819359E-4
637.81794	1.46098665219935E-4
637.82411	1.4614255685859E-4
637.83028	1.46186461683374E-4
637.83644	1.46230308507647E-4
637.84261	1.46274239695189E-4
637.84878	1.46318184080741E-4
637.85495	1.46362141668269E-4
637.86112	1.46069387747091E-4
637.86729	1.4611327059007E-4
637.87346	1.46157166616536E-4
637.87963	1.46201075830452E-4
637.8858	1.46244998235777E-4
637.89196	1.46288862617366E-4
637.89813	1.45996255269128E-4
637.9043	1.46040116141309E-4
637.91047	1.46083990190378E-4
637.91664	1.46127877420291E-4
637.92281	1.46180468601318E-4
637.92898	1.46233078709825E-4
637.93515	1.46285707752622E-4
637.94132	1.46338355736525E-4
637.94749	1.46054332659261E-4
637.95365	1.46106812162324E-4
637.95982	1.46159395762E-4
637.96599	1.46211998286426E-4
637.97216	1.51056454298332E-4
637.97833	2.10521065859084E-4
637.9845	1.46369919476329E-4
637.99067	1.4608583513809E-4
637.99684	1.46138411188171E-4
638.00301	1.46191006160283E-4
638.00918	1.4624362006124E-4
638.01534	1.46296167578093E-4
638.02151	1.4634881932647E-4
638.02768	1.46401490024123E-4
638.03385	1.46117344411693E-4
638.04002	1.46169931801909E-4
638.04619	1.46222538118239E-4
638.05236	1.46275163367494E-4
638.05853	1.4632780755649E-4
638.0647	1.46380470692043E-4
638.07086	1.46433067381371E-4
638.07703	1.46148860481536E-4
638.0832	1.46201459214333E-4
638.08937	1.46254076877325E-4
638.09554	1.46306713477329E-4
638.10171	1.46359369021157E-4
638.10788	1.46412043515628E-4
638.11405	1.46127877420291E-4
638.12022	1.46171780929668E-4
638.12639	1.4621569762967E-4
638.13255	1.46259556314403E-4
638.13872	1.46303499386153E-4
638.14489	1.46347455660414E-4
638.15106	1.46391425141155E-4
638.15723	1.46435407832342E-4
638.1634	1.46142510458036E-4
638.16957	1.46186418363848E-4
638.17574	1.46230339461606E-4
638.18191	1.46274273755275E-4
638.18808	1.46318221248818E-4
638.19424	1.46362110686413E-4
638.20041	1.46069359919692E-4
638.20658	1.46113245847731E-4
638.21275	1.46157144961113E-4
638.21892	1.462010572638E-4
