Record Length,2.500000e+03,,  -0.000000248000,   1.63200,
Sample Interval,2.000000e-10,,  -0.000000247800,   1.70400,
Trigger Point,1.240000000000e+03,,  -0.000000247600,   1.79200,
,,,  -0.000000247400,   1.88000,
,,,  -0.000000247200,   1.97600,
,,,  -0.000000247000,   2.08000,
Source,CH1,,  -0.000000246800,   2.17600,
Vertical Units,V,,  -0.000000246600,   2.26400,
Vertical Scale,2.000000e-01,,  -0.000000246400,   2.35200,
Vertical Offset,-1.928000e+00,,  -0.000000246200,   2.41600,
Horizontal Units,s,,  -0.000000246000,   2.46400,
Horizontal Scale,5.000000e-08,,  -0.000000245800,   2.48000,
Pt Fmt,Y,,  -0.000000245600,   2.47200,
Yzero,0.000000e+00,,  -0.000000245400,   2.44800,
Probe Atten,1.000000e+01,,  -0.000000245200,   2.40800,
Firmware Version,FV:v6.08,,  -0.000000245000,   2.35200,
,,,-00.000000244800,   2.27200,
,,,-00.000000244600,   2.19200,
,,,-00.000000244400,   2.08800,
,,,-00.000000244200,   1.99200,
,,,-00.000000244000,   1.88800,
,,,-00.000000243800,   1.78400,
,,,-00.000000243600,   1.68800,
,,,-00.000000243400,   1.60000,
,,,-00.000000243200,   1.52800,
,,,-00.000000243000,   1.47200,
,,,-00.000000242800,   1.42400,
,,,-00.000000242600,   1.39200,
,,,-00.000000242400,   1.37600,
,,,-00.000000242200,   1.38400,
,,,-00.000000242000,   1.40800,
,,,-00.000000241800,   1.43200,
,,,-00.000000241600,   1.47200,
,,,-00.000000241400,   1.52000,
,,,-00.000000241200,   1.57600,
,,,-00.000000241000,   1.64000,
,,,-00.000000240800,   1.70400,
,,,-00.000000240600,   1.76000,
,,,-00.000000240400,   1.81600,
,,,-00.000000240200,   1.85600,
,,,-00.000000240000,   1.88800,
,,,-00.000000239800,   1.89600,
,,,-00.000000239600,   1.89600,
,,,-00.000000239400,   1.88800,
,,,-00.000000239200,   1.85600,
,,,-00.000000239000,   1.82400,
,,,-00.000000238800,   1.77600,
,,,-00.000000238600,   1.72800,
,,,-00.000000238400,   1.67200,
,,,-00.000000238200,   1.62400,
,,,-00.000000238000,   1.58400,
,,,-00.000000237800,   1.53600,
,,,-00.000000237600,   1.50400,
,,,-00.000000237400,   1.48800,
,,,-00.000000237200,   1.48000,
,,,-00.000000237000,   1.48800,
,,,-00.000000236800,   1.50400,
,,,-00.000000236600,   1.53600,
,,,-00.000000236400,   1.58400,
,,,-00.000000236200,   1.64800,
,,,-00.000000236000,   1.73600,
,,,-00.000000235800,   1.83200,
,,,-00.000000235600,   1.93600,
,,,-00.000000235400,   2.04000,
,,,-00.000000235200,   2.13600,
,,,-00.000000235000,   2.23200,
,,,-00.000000234800,   2.31200,
,,,-00.000000234600,   2.38400,
,,,-00.000000234400,   2.44000,
,,,-00.000000234200,   2.47200,
,,,-00.000000234000,   2.48800,
,,,-00.000000233800,   2.48000,
,,,-00.000000233600,   2.44800,
,,,-00.000000233400,   2.40000,
,,,-00.000000233200,   2.32800,
,,,-00.000000233000,   2.24800,
,,,-00.000000232800,   2.15200,
,,,-00.000000232600,   2.04800,
,,,-00.000000232400,   1.94400,
,,,-00.000000232200,   1.84000,
,,,-00.000000232000,   1.74400,
,,,-00.000000231800,   1.64800,
,,,-00.000000231600,   1.56000,
,,,-00.000000231400,   1.48800,
,,,-00.000000231200,   1.43200,
,,,-00.000000231000,   1.40000,
,,,-00.000000230800,   1.37600,
,,,-00.000000230600,   1.37600,
,,,-00.000000230400,   1.39200,
,,,-00.000000230200,   1.42400,
,,,-00.000000230000,   1.46400,
,,,-00.000000229800,   1.50400,
,,,-00.000000229600,   1.55200,
,,,-00.000000229400,   1.60800,
,,,-00.000000229200,   1.67200,
,,,-00.000000229000,   1.73600,
,,,-00.000000228800,   1.79200,
,,,-00.000000228600,   1.83200,
,,,-00.000000228400,   1.86400,
,,,-00.000000228200,   1.88000,
,,,-00.000000228000,   1.88800,
,,,-00.000000227800,   1.88000,
,,,-00.000000227600,   1.86400,
,,,-00.000000227400,   1.84000,
,,,-00.000000227200,   1.80000,
,,,-00.000000227000,   1.75200,
,,,-00.000000226800,   1.69600,
,,,-00.000000226600,   1.64800,
,,,-00.000000226400,   1.59200,
,,,-00.000000226200,   1.54400,
,,,-00.000000226000,   1.51200,
,,,-00.000000225800,   1.48000,
,,,-00.000000225600,   1.47200,
,,,-00.000000225400,   1.47200,
,,,-00.000000225200,   1.48000,
,,,-00.000000225000,   1.51200,
,,,-00.000000224800,   1.55200,
,,,-00.000000224600,   1.61600,
,,,-00.000000224400,   1.69600,
,,,-00.000000224200,   1.78400,
,,,-00.000000224000,   1.88000,
,,,-00.000000223800,   1.97600,
,,,-00.000000223600,   2.07200,
,,,-00.000000223400,   2.17600,
,,,-00.000000223200,   2.26400,
,,,-00.000000223000,   2.35200,
,,,-00.000000222800,   2.41600,
,,,-00.000000222600,   2.46400,
,,,-00.000000222400,   2.48000,
,,,-00.000000222200,   2.48000,
,,,-00.000000222000,   2.44800,
,,,-00.000000221800,   2.40000,
,,,-00.000000221600,   2.32800,
,,,-00.000000221400,   2.25600,
,,,-00.000000221200,   2.16800,
,,,-00.000000221000,   2.07200,
,,,-00.000000220800,   1.96800,
,,,-00.000000220600,   1.86400,
,,,-00.000000220400,   1.76000,
,,,-00.000000220200,   1.66400,
,,,-00.000000220000,   1.57600,
,,,-00.000000219800,   1.50400,
,,,-00.000000219600,   1.44000,
,,,-00.000000219400,   1.40000,
,,,-00.000000219200,   1.37600,
,,,-00.000000219000,   1.36800,
,,,-00.000000218800,   1.37600,
,,,-00.000000218600,   1.40000,
,,,-00.000000218400,   1.44000,
,,,-00.000000218200,   1.48800,
,,,-00.000000218000,   1.55200,
,,,-00.000000217800,   1.60800,
,,,-00.000000217600,   1.67200,
,,,-00.000000217400,   1.72800,
,,,-00.000000217200,   1.78400,
,,,-00.000000217000,   1.83200,
,,,-00.000000216800,   1.86400,
,,,-00.000000216600,   1.88800,
,,,-00.000000216400,   1.89600,
,,,-00.000000216200,   1.88800,
,,,-00.000000216000,   1.87200,
,,,-00.000000215800,   1.84000,
,,,-00.000000215600,   1.80000,
,,,-00.000000215400,   1.75200,
,,,-00.000000215200,   1.70400,
,,,-00.000000215000,   1.65600,
,,,-00.000000214800,   1.60800,
,,,-00.000000214600,   1.56000,
,,,-00.000000214400,   1.52000,
,,,-00.000000214200,   1.49600,
,,,-00.000000214000,   1.48000,
,,,-00.000000213800,   1.47200,
,,,-00.000000213600,   1.48000,
,,,-00.000000213400,   1.51200,
,,,-00.000000213200,   1.55200,
,,,-00.000000213000,   1.61600,
,,,-00.000000212800,   1.68800,
,,,-00.000000212600,   1.77600,
,,,-00.000000212400,   1.86400,
,,,-00.000000212200,   1.96000,
,,,-00.000000212000,   2.06400,
,,,-00.000000211800,   2.16000,
,,,-00.000000211600,   2.24800,
,,,-00.000000211400,   2.33600,
,,,-00.000000211200,   2.40000,
,,,-00.000000211000,   2.44800,
,,,-00.000000210800,   2.47200,
,,,-00.000000210600,   2.48000,
,,,-00.000000210400,   2.45600,
,,,-00.000000210200,   2.41600,
,,,-00.000000210000,   2.36000,
,,,-00.000000209800,   2.28000,
,,,-00.000000209600,   2.19200,
,,,-00.000000209400,   2.08800,
,,,-00.000000209200,   1.99200,
,,,-00.000000209000,   1.88800,
,,,-00.000000208800,   1.78400,
,,,-00.000000208600,   1.68000,
,,,-00.000000208400,   1.59200,
,,,-00.000000208200,   1.52000,
,,,-00.000000208000,   1.46400,
,,,-00.000000207800,   1.40800,
,,,-00.000000207600,   1.37600,
,,,-00.000000207400,   1.36000,
,,,-00.000000207200,   1.36800,
,,,-00.000000207000,   1.39200,
,,,-00.000000206800,   1.41600,
,,,-00.000000206600,   1.46400,
,,,-00.000000206400,   1.51200,
,,,-00.000000206200,   1.56000,
,,,-00.000000206000,   1.62400,
,,,-00.000000205800,   1.68000,
